,title,studio,domestic_gross,year,production_budget,tconst,runtime_minutes,genres,averagerating,numvotes,profit,roi
244,Captain America: The First Avenger,Par.,176700000.0,2011,,tt0458339,124.0,"Action,Adventure,Sci-Fi",6.9,668137,,
245,X-Men: First Class,Fox,146400000.0,2011,,tt1270798,131.0,"Action,Adventure,Sci-Fi",7.7,608930,,
246,X-Men: First Class,,146408305.0,2011,160000000.0,tt1270798,131.0,"Action,Adventure,Sci-Fi",7.7,608930,-13591695.0,-8.494809374999999
247,Alvin and the Chipmunks: Chipwrecked,Fox,133100000.0,2011,,tt1615918,87.0,"Adventure,Animation,Comedy",4.4,28158,,
248,Real Steel,BV,85500000.0,2011,,tt0433035,127.0,"Action,Drama,Family",7.1,283534,,
249,Real Steel,,85463309.0,2011,110000000.0,tt0433035,127.0,"Action,Drama,Family",7.1,283534,-24536691.0,-22.306082727272727
250,Bridesmaids,Uni.,169100000.0,2011,,tt1478338,125.0,"Comedy,Romance",6.8,249501,,
251,Super 8,Par.,127000000.0,2011,,tt1650062,112.0,"Mystery,Sci-Fi,Thriller",7.0,320575,,
252,Rango,Par.,123500000.0,2011,,tt1192628,107.0,"Adventure,Animation,Comedy",7.2,215761,,
253,Rango,,123477607.0,2011,135000000.0,tt1192628,107.0,"Adventure,Animation,Comedy",7.2,215761,-11522393.0,-8.535105925925926
254,The Green Hornet,Sony,98800000.0,2011,,tt0990407,119.0,"Action,Comedy,Crime",5.8,148622,,
255,Immortals,Rela.,83500000.0,2011,,tt1253864,110.0,"Action,Drama,Fantasy",6.0,152992,,
256,Green Lantern,WB,116600000.0,2011,,tt1133985,114.0,"Action,Adventure,Sci-Fi",5.5,252281,,
257,The Help,BV,169700000.0,2011,,tt1454029,146.0,Drama,8.1,392699,,
258,Bad Teacher,Sony,100300000.0,2011,,tt1284575,92.0,"Comedy,Romance",5.7,181189,,
259,Horrible Bosses,WB (NL),117500000.0,2011,,tt1499658,98.0,"Comedy,Crime",6.9,398695,,
260,Horrible Bosses,,117538559.0,2011,35000000.0,tt1499658,98.0,"Comedy,Crime",6.9,398695,82538559.0,235.82445428571427
261,Paranormal Activity 3,Par.,104000000.0,2011,,tt1778304,83.0,"Horror,Mystery,Thriller",5.8,85689,,
262,Mr. Popper's Penguins,Fox,68200000.0,2011,,tt1396218,94.0,"Comedy,Family,Fantasy",6.0,80540,,
263,Hugo,Par.,73900000.0,2011,,tt0970179,126.0,"Adventure,Drama,Family",7.5,284869,,
264,Hop,Uni.,108100000.0,2011,,tt1411704,95.0,"Adventure,Animation,Comedy",5.4,28893,,
265,Hop,,108085305.0,2011,63000000.0,tt1411704,95.0,"Adventure,Animation,Comedy",5.4,28893,45085305.0,71.56397619047618
266,War Horse,BV,79900000.0,2011,,tt1568911,146.0,"Drama,History,War",7.2,136447,,
267,The Descendants,FoxS,82600000.0,2011,,tt1033575,115.0,"Comedy,Drama",7.3,223464,,
268,Cowboys & Aliens,Uni.,100200000.0,2011,,tt0409847,119.0,"Action,Sci-Fi,Thriller",6.0,195889,,
269,In Time,Fox,37500000.0,2011,,tt1637688,109.0,"Action,Crime,Drama",6.7,346077,,
270,Zookeeper,Sony,80400000.0,2011,,tt1222817,102.0,"Comedy,Family,Romance",5.2,52396,,
271,Zookeeper,,80360866.0,2011,80000000.0,tt1222817,102.0,"Comedy,Family,Romance",5.2,52396,360866.0,0.45108250000000005
272,The Muppets,BV,88600000.0,2011,,tt1204342,103.0,"Adventure,Comedy,Family",7.1,82752,,
273,Limitless,Rela.,79200000.0,2011,,tt1219289,105.0,"Mystery,Sci-Fi,Thriller",7.4,492490,,
274,Johnny English Reborn,Uni.,8300000.0,2011,,tt1634122,101.0,"Action,Adventure,Comedy",6.3,110824,,
275,Final Destination 5,WB (NL),42600000.0,2011,,tt1622979,92.0,Horror,5.9,98061,,
276,Tower Heist,Uni.,78000000.0,2011,,tt0471042,104.0,"Action,Comedy,Crime",6.2,125102,,
277,Tower Heist,,78046570.0,2011,85000000.0,tt0471042,104.0,"Action,Comedy,Crime",6.2,125102,-6953430.0,-8.180505882352941
278,Midnight in Paris,SPC,56800000.0,2011,,tt1605783,94.0,"Comedy,Fantasy,Romance",7.7,356500,,
279,Happy Feet Two,WB,64000000.0,2011,,tt1402488,100.0,"Adventure,Animation,Comedy",5.9,38396,,
280,I Am Number Four,BV,55100000.0,2011,,tt1464540,111.0,"Action,Adventure,Sci-Fi",6.1,217762,,
281,Jack and Jill,Sony,74200000.0,2011,,tt0810913,91.0,Comedy,3.3,71361,,
282,Friends with Benefits,SGem,55800000.0,2011,,tt1632708,109.0,"Comedy,Romance",6.6,317338,,
283,No Strings Attached,Par.,70700000.0,2011,,tt1411238,108.0,"Comedy,Romance",6.2,197663,,
284,Arthur Christmas,Sony,46500000.0,2011,,tt1430607,97.0,"Adventure,Animation,Comedy",7.1,45439,,
285,Source Code,Sum.,54700000.0,2011,,tt0945513,93.0,"Action,Drama,Sci-Fi",7.5,452036,,
286,Source Code,,54712227.0,2011,32000000.0,tt0945513,93.0,"Action,Drama,Sci-Fi",7.5,452036,22712227.0,70.975709375
287,"Crazy, Stupid, Love.",WB,84400000.0,2011,,tt1570728,118.0,"Comedy,Drama,Romance",7.4,436830,,
288,New Year's Eve,WB (NL),54500000.0,2011,,tt1598822,113.0,"Comedy,Romance",5.7,76656,,
289,Contagion,WB,75700000.0,2011,,tt1598778,106.0,"Action,Drama,Thriller",6.6,201536,,
290,Contagion,,75658097.0,2011,60000000.0,tt1598778,106.0,"Action,Drama,Thriller",6.6,201536,15658097.0,26.096828333333335
291,The Artist,Wein.,44700000.0,2011,,tt1655442,100.0,"Comedy,Drama,Romance",7.9,217184,,
292,The Artist,Wein.,44700000.0,2011,,tt1825978,100.0,Thriller,6.8,6,,
293,Unknown,WB,63700000.0,2011,,tt1401152,113.0,"Action,Mystery,Thriller",6.9,235167,,
294,The Adjustment Bureau,Uni.,62500000.0,2011,,tt1385826,106.0,"Romance,Sci-Fi,Thriller",7.1,227616,,
295,The Adjustment Bureau,,62495645.0,2011,50200000.0,tt1385826,106.0,"Romance,Sci-Fi,Thriller",7.1,227616,12295645.0,24.49331673306773
296,We Bought a Zoo,Fox,75600000.0,2011,,tt1389137,124.0,"Comedy,Drama,Family",7.1,126849,,
297,Water for Elephants,Fox,58700000.0,2011,,tt1067583,120.0,"Drama,Romance",6.9,105812,,
298,The Iron Lady,Wein.,30000000.0,2011,,tt1007029,105.0,"Biography,Drama",6.4,96066,,
299,Moneyball,Sony,75600000.0,2011,,tt1210166,133.0,"Biography,Drama,Sport",7.6,326657,,
300,Sanctum,Uni.,23200000.0,2011,,tt0881320,108.0,"Adventure,Drama,Thriller",5.9,51318,,
301,Sanctum,,23209310.0,2011,30000000.0,tt0881320,108.0,"Adventure,Drama,Thriller",5.9,51318,-6790690.0,-22.63563333333333
302,Justin Bieber: Never Say Never,Par.,73000000.0,2011,,tt1702443,105.0,"Documentary,Music",1.6,74978,,
303,Paul,Uni.,37400000.0,2011,,tt1092026,104.0,"Adventure,Comedy,Sci-Fi",7.0,220567,,
304,Scream 4,W/Dim.,38200000.0,2011,,tt1262416,111.0,"Horror,Mystery",6.2,118779,,
305,The Rite,WB (NL),33000000.0,2011,,tt1161864,114.0,"Drama,Horror,Mystery",6.0,85604,,
306,Dolphin Tale,WB,72300000.0,2011,,tt1564349,113.0,"Drama,Family",6.9,20746,,
307,Season of the Witch,Rela.,24800000.0,2011,,tt0479997,95.0,"Action,Adventure,Fantasy",5.4,85777,,
308,Season of the Witch,,24827228.0,2011,40000000.0,tt0479997,95.0,"Action,Adventure,Fantasy",5.4,85777,-15172772.0,-37.93193
309,Sucker Punch,WB,36400000.0,2011,,tt0978764,110.0,"Action,Adventure,Fantasy",6.1,218371,,
310,Red Riding Hood,WB,37700000.0,2011,,tt1486185,100.0,"Fantasy,Horror,Mystery",5.5,102369,,
311,J. Edgar,WB,37300000.0,2011,,tt1616195,137.0,"Biography,Crime,Drama",6.6,115925,,
312,J. Edgar,,37306030.0,2011,35000000.0,tt1616195,137.0,"Biography,Crime,Drama",6.6,115925,2306030.0,6.588657142857143
313,Hall Pass,WB (NL),45100000.0,2011,,tt0480687,105.0,"Comedy,Romance",5.9,113775,,
314,"Big Mommas: Like Father, Like Son",Fox,37900000.0,2011,,tt1464174,107.0,"Action,Comedy,Crime",4.4,23520,,
315,Abduction,LGF,28100000.0,2011,,tt1600195,106.0,"Action,Mystery,Thriller",5.1,72552,,
316,Abduction,LGF,28100000.0,2011,,tt2447982,84.0,"Horror,Thriller",5.2,10,,
317,Priest,SGem,29100000.0,2011,,tt0822847,87.0,"Action,Adventure,Fantasy",5.7,108320,,
318,The Mechanic,CBS,29100000.0,2011,,tt0472399,93.0,"Action,Crime,Thriller",6.6,141254,,
319,The Ides of March,Sony,41000000.0,2011,,tt1124035,101.0,"Drama,Thriller",7.1,207417,,
320,The Ides of March,,40962534.0,2011,23000000.0,tt1124035,101.0,"Drama,Thriller",7.1,207417,17962534.0,78.09797391304349
321,The Change-Up,Uni.,37100000.0,2011,,tt1488555,112.0,"Comedy,Fantasy",6.3,155374,,
322,The Change-Up,,37243418.0,2011,52000000.0,tt1488555,112.0,"Comedy,Fantasy",6.3,155374,-14756582.0,-28.378042307692308
323,The Lincoln Lawyer,LGF,58000000.0,2011,,tt1189340,118.0,"Crime,Drama,Thriller",7.3,196109,,
324,Diary of a Wimpy Kid: Rodrick Rules,Fox,52700000.0,2011,,tt1650043,99.0,"Comedy,Family",6.6,23135,,
325,Larry Crowne,Uni.,35600000.0,2011,,tt1583420,98.0,"Comedy,Drama,Romance",6.1,58927,,
326,Larry Crowne,,35608245.0,2011,30000000.0,tt1583420,98.0,"Comedy,Drama,Romance",6.1,58927,5608245.0,18.69415
327,The Dilemma,Uni.,48500000.0,2011,,tt1578275,111.0,"Comedy,Drama",5.3,48148,,
328,The Darkest Hour,Sum.,21400000.0,2011,,tt1093357,89.0,"Action,Adventure,Horror",4.9,55071,,
329,Hanna,Focus,40300000.0,2011,,tt0993842,111.0,"Action,Drama,Thriller",6.8,179178,,
330,Hanna,,40259119.0,2011,30000000.0,tt0993842,111.0,"Action,Drama,Thriller",6.8,179178,10259119.0,34.19706333333333
331,Colombiana,TriS,36700000.0,2011,,tt1657507,108.0,"Action,Drama,Thriller",6.4,87659,,
332,Something Borrowed,WB,39000000.0,2011,,tt0491152,112.0,"Comedy,Drama,Romance",5.9,54314,,
333,Something Borrowed,,39046489.0,2011,35000000.0,tt0491152,112.0,"Comedy,Drama,Romance",5.9,54314,4046489.0,11.561397142857142
334,One Day,Focus,13800000.0,2011,,tt1563738,107.0,"Drama,Romance",7.0,128094,,
335,Beginning of the Great Revival,CL,151000.0,2011,,tt1699513,140.0,"Drama,History",2.5,5538,,
336,Killer Elite,ORF,25100000.0,2011,,tt1448755,116.0,"Action,Crime,Thriller",6.5,117711,,
337,Extremely Loud & Incredibly Close,WB,31800000.0,2011,,tt0477302,129.0,"Adventure,Drama,Mystery",6.9,93164,,
338,The Tree of Life,FoxS,13300000.0,2011,,tt0478304,139.0,"Drama,Fantasy",6.8,156266,,
339,Winnie the Pooh,BV,26700000.0,2011,,tt1449283,63.0,"Adventure,Animation,Comedy",7.2,19605,,
340,Soul Surfer,TriS,43900000.0,2011,,tt1596346,112.0,"Biography,Drama,Family",7.1,41659,,
341,Soul Surfer,,43853424.0,2011,18000000.0,tt1596346,112.0,"Biography,Drama,Family",7.1,41659,25853424.0,143.63013333333333
342,War of the Arrows,CJ,251000.0,2011,,tt2025526,122.0,Action,7.2,10214,,
343,Beastly,CBS,27900000.0,2011,,tt1152398,86.0,"Drama,Fantasy,Romance",5.6,72599,,
344,Beastly,,27865571.0,2011,17000000.0,tt1152398,86.0,"Drama,Fantasy,Romance",5.6,72599,10865571.0,63.915123529411765
345,30 Minutes or Less,Sony,37100000.0,2011,,tt1622547,83.0,"Action,Comedy,Crime",6.1,87254,,
346,The Roommate,SGem,37300000.0,2011,,tt1265990,91.0,"Drama,Thriller",4.9,33062,,
347,The Roommate,,37300107.0,2011,16000000.0,tt1265990,91.0,"Drama,Thriller",4.9,33062,21300107.0,133.12566875000002
348,Shark Night 3D,Rela.,18900000.0,2011,,tt1633356,90.0,"Horror,Thriller",4.0,23190,,
349,Shark Night 3D,,18877153.0,2011,25000000.0,tt1633356,90.0,"Horror,Thriller",4.0,23190,-6122847.0,-24.491388
350,Monte Carlo,Fox,23200000.0,2011,,tt1067774,109.0,"Adventure,Comedy,Family",5.8,38731,,
351,Monte Carlo,,23186769.0,2011,20000000.0,tt1067774,109.0,"Adventure,Comedy,Family",5.8,38731,3186769.0,15.933845
352,50/50,Sum.,35000000.0,2011,,tt1306980,100.0,"Comedy,Drama,Romance",7.7,300475,,
353,Mars Needs Moms,BV,21400000.0,2011,,tt1305591,88.0,"Adventure,Animation,Family",5.4,19823,,
354,Dream House,Uni.,21300000.0,2011,,tt1462041,84.0,"Drama,Mystery,Thriller",6.0,59714,,
355,Jumping the Broom,TriS,37300000.0,2011,,tt1640484,112.0,"Comedy,Drama",5.7,9089,,
356,Jumping the Broom,,37295394.0,2011,7000000.0,tt1640484,112.0,"Comedy,Drama",5.7,9089,30295394.0,432.79134285714287
357,A Very Harold & Kumar 3D Christmas,WB,35100000.0,2011,,tt1268799,90.0,"Adventure,Comedy",6.3,62151,,
358,A Very Harold & Kumar 3D Christmas,,35061031.0,2011,20000000.0,tt1268799,90.0,"Adventure,Comedy",6.3,62151,15061031.0,75.305155
359,My Week with Marilyn,Wein.,14600000.0,2011,,tt1655420,99.0,"Biography,Drama",7.0,79337,,
360,The Sitter,Fox,30400000.0,2011,,tt1366344,81.0,Comedy,5.7,65575,,
361,The Sitter,,30542576.0,2011,25000000.0,tt1366344,81.0,Comedy,5.7,65575,5542576.0,22.170303999999998
362,Jane Eyre,Focus,11200000.0,2011,,tt1229822,120.0,"Drama,Romance",7.4,74998,,
363,Courageous,TriS,34500000.0,2011,,tt1630036,129.0,Drama,7.0,17586,,
364,Shaolin,Vari.,66100.0,2011,,tt1533749,131.0,"Action,Drama",6.9,17777,,
365,African Cats,BV,15400000.0,2011,,tt1223236,89.0,"Adventure,Documentary",7.6,5784,,
366,The Skin I Live In,SPC,3200000.0,2011,,tt1189073,120.0,"Drama,Horror,Thriller",7.6,123434,,
367,I Don't Know How She Does It,Wein.,9700000.0,2011,,tt1742650,89.0,"Comedy,Romance",4.9,18552,,
368,What's Your Number?,Fox,14000000.0,2011,,tt0770703,106.0,"Comedy,Romance",6.1,67922,,
369,Drive Angry,Sum.,10700000.0,2011,,tt1502404,104.0,"Action,Fantasy,Thriller",5.4,90203,,
370,A Dangerous Method,SPC,5700000.0,2011,,tt1571222,99.0,"Biography,Drama,Romance",6.4,93259,,
371,The Eagle,Focus,19500000.0,2011,,tt1034389,114.0,"Action,Adventure,Drama",6.2,61475,,
372,Apollo 18,W/Dim.,17700000.0,2011,,tt1772240,86.0,"Horror,Mystery,Sci-Fi",5.2,51427,,
373,Apollo 18,,17686929.0,2011,5000000.0,tt1772240,86.0,"Horror,Mystery,Sci-Fi",5.2,51427,12686929.0,253.73858
374,Your Highness,Uni.,21600000.0,2011,,tt1240982,102.0,"Adventure,Comedy,Fantasy",5.5,92940,,
375,Your Highness,,21596445.0,2011,50000000.0,tt1240982,102.0,"Adventure,Comedy,Fantasy",5.5,92940,-28403555.0,-56.80711000000001
376,Our Idiot Brother,Wein.,24800000.0,2011,,tt1637706,90.0,"Comedy,Drama",6.4,80738,,
377,The Rum Diary,FD,13100000.0,2011,,tt0376136,119.0,"Comedy,Drama",6.2,94787,,
378,Warrior,LGF,13700000.0,2011,,tt1291584,140.0,"Drama,Sport",8.2,403755,,
379,Warrior,,13657115.0,2011,25000000.0,tt1291584,140.0,"Drama,Sport",8.2,403755,-11342885.0,-45.371539999999996
380,Young Adult,Par.,16300000.0,2011,,tt1625346,94.0,"Comedy,Drama",6.3,74071,,
381,Young Adult,,16311571.0,2011,12000000.0,tt1625346,94.0,"Comedy,Drama",6.3,74071,4311571.0,35.92975833333333
382,A Separation,SPC,7100000.0,2011,,tt1832382,123.0,"Drama,Thriller",8.3,197684,,
383,The Guard,SPC,5400000.0,2011,,tt1540133,96.0,"Comedy,Crime,Thriller",7.3,75183,,
384,Margin Call,RAtt.,5400000.0,2011,,tt1615147,107.0,"Drama,Thriller",7.1,107264,,
385,Shame,FoxS,3900000.0,2011,,tt1723811,101.0,Drama,7.2,171353,,
386,Shame,,4002293.0,2011,6500000.0,tt1723811,101.0,Drama,7.2,171353,-2497707.0,-38.42626153846154
387,Hoodwinked Too! Hood vs. Evil,Wein.,10100000.0,2011,,tt0844993,86.0,"Animation,Comedy,Crime",4.8,11281,,
388,Delhi Belly,UTV,1500000.0,2011,,tt1934231,103.0,"Action,Comedy,Crime",7.6,24622,,
389,Melancholia,Magn.,3000000.0,2011,,tt1527186,135.0,"Drama,Sci-Fi",7.2,153434,,
390,Anonymous,Sony,4500000.0,2011,,tt1521197,130.0,"Drama,Thriller",6.9,37932,,
391,Pina,IFC,3500000.0,2011,,tt1440266,103.0,"Documentary,Music",7.7,13501,,
392,The Warring States,CL,69000.0,2011,,tt1885448,126.0,"Drama,War",4.6,458,,
393,Snow Flower and the Secret Fan,FoxS,1300000.0,2011,,tt1541995,104.0,"Drama,History",6.1,3429,,
394,Win Win,FoxS,10200000.0,2011,,tt1606392,106.0,"Comedy,Drama,Sport",7.2,51618,,
395,Le Havre,Jan.,612000.0,2011,,tt1508675,93.0,"Comedy,Drama",7.2,18490,,
396,Prom,BV,10100000.0,2011,,tt1604171,104.0,"Comedy,Drama,Family",5.4,14279,,
397,Saving Private Perez,LGF,1400000.0,2011,,tt0461336,105.0,"Adventure,Comedy,Western",6.0,1727,,
398,The Big Year,Fox,7200000.0,2011,,tt1053810,100.0,Comedy,6.2,39522,,
399,The Beaver,Sum.,971000.0,2011,,tt1321860,91.0,Drama,6.7,45173,,
400,The Beaver,,970816.0,2011,21000000.0,tt1321860,91.0,Drama,6.7,45173,-20029184.0,-95.37706666666666
401,Take Me Home Tonight,Rela.,6900000.0,2011,,tt0810922,97.0,"Comedy,Drama,Romance",6.3,48393,,
402,Take Me Home Tonight,,6928068.0,2011,19000000.0,tt0810922,97.0,"Comedy,Drama,Romance",6.3,48393,-12071932.0,-63.53648421052631
403,Cedar Rapids,FoxS,6900000.0,2011,,tt1477837,87.0,Comedy,6.3,34759,,
404,We Need to Talk About Kevin,Osci.,1700000.0,2011,,tt1242460,112.0,"Drama,Mystery,Thriller",7.5,123619,,
405,Attack the Block,SGem,1000000.0,2011,,tt1478964,88.0,"Action,Comedy,Sci-Fi",6.7,93868,,
406,11-11-11,Rocket,32800.0,2011,,tt1712159,90.0,"Horror,Mystery,Thriller",4.0,11712,,
407,Force,FoxS,,2011,,tt1992138,137.0,"Action,Thriller",6.4,6348,,
408,Buck,IFC,4000000.0,2011,,tt1753549,88.0,Documentary,7.6,3045,,
409,Like Crazy,ParV,3400000.0,2011,,tt1758692,86.0,"Drama,Romance",6.7,55841,,
410,The Double,Imag.,138000.0,2011,,tt1646980,98.0,"Action,Crime,Drama",5.9,26994,,
411,Don 2,Relbig.,3700000.0,2011,,tt1285241,148.0,"Action,Crime,Thriller",7.1,46503,,
412,Martha Marcy May Marlene,FoxS,3000000.0,2011,,tt1441326,102.0,"Drama,Mystery,Thriller",6.9,45873,,
413,Machine Gun Preacher,Rela.,539000.0,2011,,tt1586752,129.0,"Action,Biography,Crime",6.8,60074,,
414,From Prada to Nada,LGF,3000000.0,2011,,tt0893412,107.0,"Comedy,Drama,Romance",5.6,13644,,
415,Flypaper,IFC,5000.0,2011,,tt1541160,87.0,"Comedy,Crime,Mystery",6.4,30352,,
416,Zindagi Na Milegi Dobara,Eros,3100000.0,2011,,tt1562872,155.0,"Comedy,Drama",8.1,58912,,
417,Take Shelter,SPC,1700000.0,2011,,tt1675192,121.0,"Drama,Horror,Thriller",7.4,83200,,
418,The Greatest Miracle,KKM,555000.0,2011,,tt1931569,70.0,"Animation,Drama",4.5,265,,
419,Pastorela,LGF,161000.0,2011,,tt2011183,88.0,"Comedy,Fantasy",6.2,843,,
420,Bodyguard,Relbig.,1800000.0,2011,,tt1729637,130.0,"Action,Comedy,Romance",4.7,20318,,
421,Another Earth,FoxS,1300000.0,2011,,tt1549572,92.0,"Drama,Romance,Sci-Fi",7.0,85839,,
422,A Better Life,Sum.,1800000.0,2011,,tt1554091,98.0,"Drama,Romance",7.2,14602,,
423,A Better Life,Sum.,1800000.0,2011,,tt2027265,110.0,Drama,6.6,1519,,
424,Chalet Girl,IFC,1700.0,2011,,tt1487118,97.0,"Comedy,Romance,Sport",6.3,22352,,
425,Yamla Pagla Deewana,Eros,993000.0,2011,,tt1773109,163.0,"Action,Comedy,Drama",5.7,3660,,
426,The Art of Getting By,FoxS,1400000.0,2011,,tt1645080,83.0,"Drama,Romance",6.6,53682,,
427,The Devil's Double,LGF,1400000.0,2011,,tt1270262,109.0,"Biography,Drama,Thriller",7.1,58342,,
428,Red State,SMod,1100000.0,2011,,tt0873886,88.0,"Action,Crime,Horror",6.2,59266,,
429,Desi Boyz,Eros,1100000.0,2011,,tt1985981,122.0,"Comedy,Drama",5.9,11865,,
430,There Be Dragons,Gold.,1100000.0,2011,,tt1316616,122.0,"Biography,Drama,War",5.8,4326,,
431,There Be Dragons,,1069334.0,2011,36000000.0,tt1316616,122.0,"Biography,Drama,War",5.8,4326,-34930666.0,-97.02962777777778
432,Texas Killing Fields,Anch.,45500.0,2011,,tt1389127,105.0,"Crime,Drama,History",5.7,17413,,
433,Ready,Eros,955000.0,2011,,tt1708532,145.0,"Action,Comedy",4.8,13579,,
434,Higher Ground,SPC,842000.0,2011,,tt1562568,109.0,Drama,6.3,2869,,
435,Chillar Party,UTV,6300.0,2011,,tt1841542,135.0,"Comedy,Drama,Family",7.5,5900,,
436,Mausam,Eros,728000.0,2011,,tt1627924,161.0,"Drama,Romance,War",4.8,4906,,
437,No One Killed Jessica,UTV,441000.0,2011,,tt1734110,136.0,"Biography,Crime,Drama",7.2,10000,,
438,Blackthorn,Magn.,201000.0,2011,,tt1629705,102.0,"Action,Adventure,Western",6.6,8553,,
439,Blackthorn,,200558.0,2011,4500000.0,tt1629705,102.0,"Action,Adventure,Western",6.6,8553,-4299442.0,-95.54315555555556
440,The Ledge,IFC,9200.0,2011,,tt1535970,101.0,"Drama,Romance,Thriller",6.5,17757,,
441,The Future,RAtt.,569000.0,2011,,tt1235170,91.0,"Drama,Fantasy,Romance",6.2,7648,,
442,Dum Maaro Dum,FoxS,564000.0,2011,,tt1618430,128.0,"Action,Crime,Drama",6.2,3616,,
443,Double Dhamaal,Relbig.,544000.0,2011,,tt1728239,138.0,"Comedy,Crime,Drama",3.8,3010,,
444,Mere Brother Ki Dulhan,Yash,496000.0,2011,,tt1740710,139.0,"Comedy,Family,Romance",5.9,8285,,
445,Circumstance,RAtt.,454000.0,2011,,tt1684628,107.0,Drama,5.9,7055,,
446,Project Nim,RAtt.,411000.0,2011,,tt1814836,93.0,Documentary,7.4,7928,,
447,Another Happy Day,P4,8500.0,2011,,tt1719071,119.0,"Comedy,Drama",6.0,3793,,
448,Singham,Relbig.,351000.0,2011,,tt1948150,143.0,"Action,Drama",6.8,12893,,
449,The Mill and the Cross,KC,312000.0,2011,,tt1324055,92.0,"Drama,History",7.0,3519,,
450,Being Elmo: A Puppeteer's Journey,SD,304000.0,2011,,tt1787660,80.0,Documentary,7.6,6435,,
451,In the Land of Blood and Honey,FD,304000.0,2011,,tt1714209,127.0,"Drama,Romance,War",4.4,32776,,
452,The Interrupters,CGld,282000.0,2011,,tt1319744,125.0,"Crime,Documentary",7.5,3327,,
453,Rascals,Eros,274000.0,2011,,tt1830786,128.0,"Action,Comedy,Crime",2.9,2325,,
454,Life in a Day,NGE,253000.0,2011,,tt1687247,95.0,"Documentary,Drama",7.7,14367,,
455,Into the Abyss,IFC,224000.0,2011,,tt1972663,107.0,"Crime,Documentary,Drama",7.3,14885,,
456,A Good Old Fashioned Orgy,Gold.,200000.0,2011,,tt1231586,95.0,"Comedy,Romance",6.2,19805,,
457,Bol,Eros,189000.0,2011,,tt1891757,165.0,Drama,8.3,8212,,
458,Jig,Scre.,184000.0,2011,,tt1748062,99.0,"Documentary,Musical",6.7,318,,
459,Bellflower,Osci.,168000.0,2011,,tt1242599,106.0,"Action,Drama,Romance",6.4,7321,,
460,Revenge of the Electric Car,A23,151000.0,2011,,tt1413496,90.0,Documentary,7.2,1692,,
461,1911,Vari.,136000.0,2011,,tt1772230,121.0,"Action,Adventure,Drama",5.9,5534,,
462,Chalo Dilli,Eros,94300.0,2011,,tt1884268,155.0,"Comedy,Drama",6.8,2765,,
463,The Whale,Pala.,81900.0,2011,,tt1708537,85.0,Documentary,8.1,608,,
464,Puncture,MNE,68900.0,2011,,tt1582248,100.0,"Biography,Drama",6.9,21540,,
465,A Beautiful Life,CL,66200.0,2011,,tt1934335,124.0,"Drama,Romance",6.7,676,,
466,Murder 2,Eros,59500.0,2011,,tt1918965,127.0,"Action,Crime,Thriller",6.2,5773,,
467,Margaret,FoxS,46500.0,2011,,tt0466893,150.0,Drama,6.5,14708,,
468,Hell and Back Again,DF,40600.0,2011,,tt1748043,88.0,"Action,Documentary,History",6.5,2136,,
469,Khodorkovsky,KL,39500.0,2011,,tt1733525,111.0,"Biography,Documentary,Drama",7.0,871,,
470,Love in Space,CL,34800.0,2011,,tt1856038,100.0,"Comedy,Romance",5.5,302,,
471,The Son of No One,Anch.,30700.0,2011,,tt1535612,90.0,"Action,Crime,Drama",5.1,15743,,
472,The Son of No One,,30680.0,2011,15000000.0,tt1535612,90.0,"Action,Crime,Drama",5.1,15743,-14969320.0,-99.79546666666667
473,Muran,UTV,30100.0,2011,,tt2053397,103.0,"Action,Thriller",6.5,244,,
474,Tyrannosaur,Strand,22300.0,2011,,tt1204340,92.0,Drama,7.6,28454,,
475,Always Kabhi Kabhi,Eros,21400.0,2011,,tt1937092,126.0,"Comedy,Crime,Drama",4.3,1213,,
476,5 Days of War,Anch.,17500.0,2011,,tt1486193,113.0,"Action,Drama,War",5.6,13089,,
477,My Piece of the Pie,IFC,6900.0,2011,,tt1641624,109.0,"Comedy,Drama",5.8,1811,,
478,Knuckle,Vita.,2600.0,2011,,tt1606259,97.0,"Biography,Documentary,Drama",6.8,2642,,
479,"Love, Wedding, Marriage",IFC,1900.0,2011,,tt1436559,90.0,Comedy,5.0,8652,,
480,Skyfall,Sony,304400000.0,2012,,tt1074638,143.0,"Action,Adventure,Thriller",7.8,592221,,
481,Skyfall,,304360277.0,2012,200000000.0,tt1074638,143.0,"Action,Adventure,Thriller",7.8,592221,104360277.0,52.1801385
